h3_index,center_lat,center_lon,h3_lat,h3_lon,violation_count,unique_vehicles,avg_severity,avg_vehicle_weight,multi_violation_pct,top_violation,top_vehicle,police_station,peak_hour,primary_road,highway_type,violations_per_day,boundary,avg_delta_v,avg_delta_v_pct,avg_time_loss,cpi,risk_level,enforcement_priority,velocity_recovery_per_violation
8861892553fffff,12.917717550943395,77.64974259811322,12.918419467300698,77.64837116614693,53,53,0.25721886792452825,0.5283018867924528,0.05660377358490566,NO PARKING,CAR,HSR Layout,6,27th Main Road,secondary,0.35333333333333333,"[(12.915908011580193, 77.65254304854534), (12.920897858642558, 77.65262792966911), (12.923409181203796, 77.64845597647793), (12.920930729818785, 77.64419941085475), (12.915941115955865, 77.6441146741364), (12.913429720276278, 77.64828635864158)]",4.864298691065097,11.69811320754717,0.19655144591069915,0.2504,High,0.09281781195291518,0.09177922058613391
886189255dfffff,12.920685735392109,77.66584638703142,12.918352945077519,77.66522964787347,67,67,0.2540149253731343,0.5835820895522388,0.029850746268656716,WRONG PARKING,SCOOTER,Bellandur,5,Outer Ring Road,tertiary,0.44666666666666666,"[(12.915840982899994, 77.66940217992729), (12.920831296107975, 77.66948734993136), (12.923343125205918, 77.66531474706653), (12.920864714097247, 77.66105724277887), (12.915874633919843, 77.66097221722652), (12.91336273181828, 77.66514455151588)]",5.979205769297367,14.552238805970152,0.2536318035685324,0.2342,Medium,0.10647530591655813,0.08924187715369204
8861892eddfffff,12.969947285706889,77.63801969342717,12.970855297706493,77.6366177649823,49,49,0.40946938775510194,0.6693877551020407,0.16326530612244897,NO PARKING,CAR,Jeevanbheemanagar,2,12th Main Road,tertiary,0.32666666666666666,"[(12.968345622399557, 77.64078990307624), (12.973334767752911, 77.6408745972261), (12.975844309470634, 77.63670238832809), (12.973364779383862, 77.63244575414026), (12.968375867305811, 77.63236120441258), (12.965866252036955, 77.6365331444563)]",4.368963966096879,11.83673469387755,0.23225230892390591,0.2409,Medium,0.10609921224791904,0.08916252992034447
8860145b0dfffff,12.996439554185978,77.58386599408307,12.993488799175896,77.58222416562411,59,55,0.2642983050847457,0.6694915254237288,0.15254237288135594,NO PARKING,CAR,Sheshadripuram,2,Sankey Road,primary,0.3933333333333333,"[(12.990981375325301, 77.58639450493625), (12.995968849679283, 77.58647827331525), (12.998476139524666, 77.58230786324795), (12.995996029085841, 77.5780539540559), (12.991008788532142, 77.57797032996996), (12.988501424614784, 77.58214047078879)]",5.257762298950019,12.033898305084746,0.20091820798647944,0.2774,Critical,0.11890174044885506,0.089114615236441
8860145809fffff,12.987119168888889,77.51957504222223,12.986207381130708,77.51894082015416,45,44,0.21983999999999998,0.3644444444444444,0.044444444444444446,NO PARKING,SCOOTER,Kamakshipalya,9,Magadi Road,tertiary,0.3,"[(12.983701659988816, 77.52310860306105), (12.98868742997684, 77.52319128567953), (12.991193016870188, 77.51902343209022), (12.988712908224871, 77.51477316553411), (12.983727372673586, 77.51469062702621), (12.981221711328732, 77.51885821096965)]",3.9539823408094863,10.666666666666664,0.19854169165261087,0.2183,Low,0.0754749644336319,0.0878662742402108
8860145a15fffff,12.941506675471697,77.52519024150943,12.941307293829814,77.52661458699727,53,51,0.3495264150943396,0.5716981132075472,0.11320754716981132,WRONG PARKING,MOTOR CYCLE,Byatarayanapura,5,Mysore Road,trunk,0.35333333333333333,"[(12.938800112554375, 77.53078206093448), (12.9437864204787, 77.53086486286249), (12.946293467861462, 77.52669731825499), (12.94381428141488, 77.52244724124301), (12.938828207887466, 77.52236458340494), (12.936321086407583, 77.52653185849474)]",4.603926257496826,13.30188679245283,0.2687021840326455,0.302,Critical,0.10027985434437528,0.08686653316031748
8861892ed1fffff,12.97220093076923,77.62708213076922,12.970885288952777,77.6281893916558,52,51,0.34352499999999997,0.6519230769230769,0.1346153846153846,NO PARKING,CAR,Halasur,22,1st Main Road,tertiary,0.3466666666666667,"[(12.968375867305811, 77.63236120441258), (12.973364779383862, 77.63244575414026), (12.975874067401927, 77.62827387058857), (12.973394516948108, 77.62401770622435), (12.968405838229618, 77.62393330089562), (12.965896476603117, 77.62810491553789)]",4.516929546671426,12.403846153846153,0.253859000739263,0.2361,Medium,0.1030946181717912,0.08686402974368126
886014584dfffff,12.97848107963302,77.5420414239116,12.978663142142524,77.53986398217545,66,66,0.2091242424242424,0.5742424242424242,0.045454545454545456,WRONG PARKING,SCOOTER,Magadi Road,4,Magadi Road,primary,0.44,"[(12.976156585266157, 77.54403247664308), (12.981142992010922, 77.54411551549116), (12.98364941479001, 77.53994695032158), (12.981169505081272, 77.53569561580704), (12.976183332571209, 77.53561272112069), (12.973676835533023, 77.5397810167929)]",5.679480419039585,13.030303030303031,0.21642685609791534,0.2751,High,0.10497662948911676,0.0860527336218119
8861892e9dfffff,12.987552602000001,77.61859604,12.985880539373692,77.62001482567302,50,50,0.251586,0.5660000000000001,0.04,NO PARKING,CAR,Pulikeshinagar(F.Town),4,Saint John's Church Road,secondary,0.3333333333333333,"[(12.983371772502585, 77.62418652531942), (12.988360349187925, 77.62427093908599), (12.990868982284796, 77.62009916864668), (12.988389112458819, 77.61584325343554), (12.983400769202607, 77.61575898405941), (12.98089206234102, 77.61993048550974)]",4.302331206496519,10.599999999999998,0.18184487411690953,0.2465,High,0.08063617014626201,0.08604662412993039
88618924adfffff,12.911677477419355,77.58609398548387,12.911177188754195,77.58505459033769,62,61,0.3466064516129032,0.582258064516129,0.14516129032258066,WRONG PARKING,CAR,J.P. Nagar,6,9th Cross Road,residential,0.41333333333333333,"[(12.908667432294715, 77.58922392554183), (12.91365557785411, 77.58930772000387), (12.916165200909298, 77.58513831407926), (12.913686751901249, 77.58088538278467), (12.908698840180115, 77.58080173254649), (12.906189143626564, 77.5849708693848)]",5.160110583040192,14.193548387096774,0.2921452703705386,0.1797,Low,0.1165108725638304,0.08322759004903535
8861892f69fffff,13.045775398113207,77.75025334339622,13.045317393032494,77.74755671927215,53,52,0.4641962264150943,0.6735849056603774,0.4528301886792453,NO PARKING,CAR,K.R. Pura,6,unknown,residential,0.35333333333333333,"[(13.04280642033628, 77.75173413826532), (13.047798072521408, 77.75182075531714), (13.050308911617668, 77.74764326536578), (13.047828171824646, 77.74337942662261), (13.042836751741127, 77.74329295436729), (13.040325839346684, 77.74747017606435)]",4.397637131725254,14.905660377358487,0.36996625164993246,0.1933,Low,0.16514718345920987,0.08297428550425008
8861892587fffff,12.947777996875,77.59716035,12.948541857617831,77.59831850263481,64,62,0.30401562499999996,0.6453125,0.0,NO PARKING,CAR,Wilson Garden,3,Siddaiah Road,secondary,0.4266666666666667,"[(12.946032722296472, 77.60248885722437), (12.951020968971516, 77.60257288905821), (12.953529970683633, 77.59840246371652), (12.951050799378956, 77.59414827561203), (12.946062786380041, 77.59406438807372), (12.943553711007466, 77.59823454435015)]",5.255998495504641,12.109375,0.19505016113518503,0.2568,High,0.08925470031838761,0.08212497649226001
8861892731fffff,12.900880608928572,77.67554565,12.903347835989594,77.6734043657855,56,56,0.37114642857142854,0.6142857142857142,0.017857142857142856,NO PARKING,CAR,Bellandur,20,Central Jail Road,secondary,0.37333333333333335,"[(12.900835221683645, 77.67757701001399), (12.905825866912224, 77.67766231596508), (12.908338348284497, 77.67348960092363), (12.905860257272932, 77.66923184843256), (12.900869845004683, 77.6691466869416), (12.898357290785402, 77.67331913348733)]",4.376526247099768,11.25,0.20429233834876923,0.2606,High,0.07837225594224283,0.07815225441249586
8861892e55fffff,12.979216869641647,77.69500092712329,12.97813944760307,77.69154990418642,73,72,0.3686575342465753,0.6726027397260275,0.5616438356164384,NO PARKING,MAXI-CAB,Mahadevapura,22,Service Road,tertiary,0.4866666666666667,"[(12.975628323626093, 77.69572425990539), (12.980618932217364, 77.69580989764549), (12.983129922810841, 77.69163547105957), (12.980650378038327, 77.68737567524606), (12.975660002166158, 77.68729018208602), (12.973148938345087, 77.69146434016517)]",5.70034167116931,16.232876712328768,0.36280768658595314,0.251,High,0.20976625425629425,0.07808687220779877
8861892ed7fffff,12.975096786764706,77.62400763088236,12.978383161730882,77.62410211436558,68,65,0.31451764705882346,0.6911764705882353,0.20588235294117646,NO PARKING,CAR,Halasur,23,Swamy Vivekananda Road,primary,0.4533333333333333,"[(12.975874067401927, 77.62827387058857), (12.98086281187522, 77.62835835233632), (12.983371772502585, 77.62418652531942), (12.98089206234102, 77.61993048550974), (12.975903551262073, 77.61984614815667), (12.973394516948108, 77.62401770622435)]",5.123022724170876,11.83823529411765,0.202448966668992,0.2822,Critical,0.12917053279352997,0.07533856947310112
8860145a21fffff,12.964749413207548,77.5495766981132,12.963676651272364,77.54803488836966,53,50,0.3424849056603773,0.6528301886792454,0.16981132075471697,NO PARKING,SCOOTER,Magadi Road,22,Hosahalli Main Road,tertiary,0.35333333333333333,"[(12.961169438669595, 77.5522034975106), (12.966156181134805, 77.55228667223157), (12.96866325978527, 77.54811799238658), (12.966183670071247, 77.54386640724465), (12.961197161771544, 77.54378337669404), (12.958690009018209, 77.54795178712078)]",3.9849614761633756,10.849056603773583,0.20367315040604553,0.2314,Medium,0.10242756797531316,0.07518795238044104
88618920b7fffff,12.960905287123628,77.70153980643062,12.963135420399182,77.69972733371351,50,48,0.312584,0.648,0.06,NO PARKING,CAR,HAL Old Airport,5,Service Road,tertiary,0.3333333333333333,"[(12.960623642917499, 77.70390180113395), (12.96561458597651, 77.70398757490005), (12.96812623022036, 77.69981303661072), (12.965647004474107, 77.6955529929879), (12.9606562940642, 77.69546736381024), (12.958144576749156, 77.6996416336727)]",3.753276102088167,10.699999999999998,0.20963105624310444,0.2279,Medium,0.07649918855517805,0.07506552204176334
8861892735fffff,12.912606221207664,77.67902881940248,12.910816479191432,77.67774762475864,77,77,0.25079999999999997,0.5701298701298702,0.03896103896103896,WRONG PARKING,CAR,Bellandur,4,Sarjapura Road,primary,0.5133333333333333,"[(12.908303937720357, 77.68192053745922), (12.913294649941493, 77.6820059199165), (12.91580705844577, 77.67783293639482), (12.913328827594635, 77.67357483890184), (12.908338348284497, 77.67348960092363), (12.905825866912224, 77.67766231596508)]",5.711908277337512,12.85714285714286,0.2078898814151223,0.2792,Critical,0.10611117088304405,0.07418062697840926
8861892583fffff,12.942012395,77.59412455666667,12.941074739876615,77.59398050332993,60,55,0.25794,0.6366666666666667,0.016666666666666666,NO PARKING,SCOOTER,Wilson Garden,3,1st Main Road,tertiary,0.4,"[(12.938565530927823, 77.59815058886241), (12.943553711007466, 77.59823454435015), (12.946062786380041, 77.59406438807372), (12.94358375531029, 77.58981054539576), (12.938595808956077, 77.58972673418455), (12.936086659943978, 77.59389662138057)]",4.3484155065738594,10.75,0.17981836909542576,0.2229,Medium,0.07842761947200699,0.07247359177623099
8861892447fffff,12.88271806870325,77.64323281455829,12.881012896863044,77.64352159614748,80,72,0.2891875,0.62125,0.0125,WRONG PARKING,LORRY/GOODS VEHICLE,Hulimavu,21,1st Main Road,tertiary,0.5333333333333333,"[(12.878500570042211, 77.64769278521037), (12.883490546804607, 77.64777757294014), (12.886002740711303, 77.64360631310693), (12.883525030752148, 77.63935053420222), (12.878535287266821, 77.63926589082949), (12.876023020461332, 77.64343688201016)]",5.734834686774942,14.9375,0.2766194285668965,0.2394,Medium,0.10169127622870673,0.07168543358468678
88618925b5fffff,12.963415901234567,77.58859704320987,12.963535205329856,77.59014581816211,81,74,0.298741975308642,0.6925925925925926,0.06172839506172839,WRONG PARKING,CAR,Halasuru Gate,5,Mission Road,secondary,0.54,"[(12.961026724562126, 77.59431605907282), (12.966014636595762, 77.59439995499558), (12.96852298360896, 77.5902296433348), (12.966043492403113, 77.58597570490164), (12.961055814115138, 77.58589195326586), (12.958547393285153, 77.59006199578202)]",5.758150726132166,13.024691358024695,0.21320506060371205,0.2597,High,0.11206001309785094,0.07108828056953291
886014582dfffff,13.017052591304347,77.53132305652174,13.016096356175884,77.52785584523718,92,84,0.49416739130434784,0.6782608695652174,0.29347826086956524,WRONG PARKING,CAR,Rajajinagar,6,Outer Ring Road,tertiary,0.6133333333333333,"[(13.013591186982596, 77.53202437947819), (13.0185769855507, 77.53210722278651), (13.021082020324148, 77.52793861783954), (13.01860133111951, 77.52368743923067), (13.013615766874665, 77.52360474008573), (13.011110657509048, 77.52777307539209)]",6.520877887622315,17.8804347826087,0.3844058052180831,0.2692,High,0.17166624459900995,0.0708791074741556
88618924a5fffff,12.918891214285715,77.58016507792208,12.918674630614579,77.58096903580913,77,77,0.26761818181818176,0.5467532467532468,0.09090909090909091,NO PARKING,CAR,Jayanagara,23,Marenahalli Road,tertiary,0.5133333333333333,"[(12.916165200909298, 77.58513831407926), (12.921153180016534, 77.58522204060961), (12.923662476244791, 77.58105269162003), (12.92118386694024, 77.57679988523182), (12.91619612170613, 77.57671630292104), (12.913686751901249, 77.58088538278467)]",5.310724078705517,12.532467532467532,0.21089194658257818,0.2299,Medium,0.1105552424502443,0.06897044258059114
8860145859fffff,12.960938315384615,77.51181204487179,12.963784890995548,77.51436050048355,78,76,0.42700512820512815,0.6679487179487179,0.0641025641025641,NO PARKING,CAR,Jnanabharathi,5,Mallathahalli Road,secondary,0.52,"[(12.96127869299927, 77.51852780174434), (12.966264498299479, 77.51861039992404), (12.96877056218563, 77.51444302799615), (12.966290895100965, 77.51019332753056), (12.961305324301408, 77.51011087342772), (12.958799186083747, 77.51427797571944)]",5.348693408293177,13.333333333333336,0.24124159093199277,0.2733,High,0.10593415630512842,0.06857299241401509
8861892c9bfffff,13.027673866233766,77.57884800000001,13.030905749818027,77.57863940067652,77,76,0.2903324675324675,0.6103896103896104,0.025974025974025976,WRONG PARKING,CAR,Kodigehalli,5,80 Feet Road,tertiary,0.5133333333333333,"[(13.028399458943982, 77.58281010755722), (13.033386557699371, 77.58289382470446), (13.03589271428492, 77.57872304705529), (13.033411846460544, 77.5744688216019), (13.028424981510147, 77.57438524877288), (13.025918750576938, 77.57855575708483)]",5.236441226986471,14.090909090909092,0.2701635361887656,0.2369,Medium,0.09646735963774734,0.06800573022060351
8860145955fffff,13.027517562962963,77.54284887962962,13.031005176934364,77.54494605613041,54,52,0.21684444444444445,0.43703703703703706,0.09259259259259259,NO PARKING,MOTOR CYCLE,Yeshwanthpura,0,Tumkur Road,trunk,0.36,"[(13.028499902741961, 77.54911545654932), (13.033486065773728, 77.54919859656368), (13.035991205519831, 77.54502912541321), (13.03351025680862, 77.54077678381023), (13.028524327917486, 77.54069378802069), (13.026019113594797, 77.54486298961511)]",3.6487947924722857,11.018518518518517,0.22910971228967925,0.2819,Critical,0.08217935610188451,0.06757027393467195
8861892739fffff,12.898036223220242,77.67550737302847,12.895844543581084,77.67749170690524,65,65,0.31015692307692305,0.5276923076923077,0.046153846153846156,WRONG PARKING,SCOOTER,Bellandur,5,Choodasandra Road,residential,0.43333333333333335,"[(12.893331603421787, 77.68166440715684), (12.898322414385072, 77.68174978107953), (12.900835221683645, 77.67757701001399), (12.898357290785402, 77.67331913348733), (12.893366712747293, 77.67323390402896), (12.890853832679987, 77.67740640663867)]",4.349779136177048,13.076923076923077,0.27881823935912936,0.1728,Low,0.08523283828726559,0.06691967901810843
886189266bfffff,12.83965033053845,77.67733013839911,12.835953869643355,77.67646829125057,61,61,0.30318852459016393,0.4311475409836066,0.4426229508196721,NO PARKING,SCOOTER,Electronic City,4,Hosur Road,trunk,0.4066666666666667,"[(12.833439337915813, 77.68064014192076), (12.838430537056862, 77.68072548171791), (12.840944936348507, 77.67655356026239), (12.83846820886797, 77.67229656737376), (12.833477242707941, 77.67221137198204), (12.83096277104518, 77.67638302507926)]",4.038845992925336,11.80327868852459,0.2556337002231206,0.2932,Critical,0.15920857939228472,0.06621059004795633
8860145b25fffff,13.024003885526316,77.58480667236842,13.023412325449542,77.58272639319945,76,75,0.2691815789473684,0.6855263157894737,0.09210526315789473,WRONG PARKING,CAR,R.T. Nagar,4,Bellary Road,tertiary,0.5066666666666667,"[(13.020905706157452, 77.58689715707845), (13.025892973867967, 77.5869809422057), (13.028399458943982, 77.58281010755722), (13.025918750576938, 77.57855575708483), (13.020931716636904, 77.5784721162801), (13.018425157291258, 77.58264268163106)]",4.943368390523874,12.960526315789474,0.23775225709633424,0.2313,Medium,0.10517276088192071,0.06504432092794571
8860145b57fffff,12.978549665,77.56344858375846,12.978582021314105,77.56512705469366,76,73,0.37765394736842106,0.6605263157894737,0.2236842105263158,NO PARKING,SCOOTER,Magadi Road,6,Vatal Nagaraj Road,residential,0.5066666666666667,"[(12.976074703158027, 77.56929652912835), (12.981061812103635, 77.56938000060167), (12.983568996280896, 77.56521045543734), (12.981089145597887, 77.56095770813897), (12.976102270635307, 77.56087438089739), (12.973595012370554, 77.56504365672824)]",4.9375992184637925,12.236842105263158,0.2250855624582265,0.1775,Low,0.13140305138387734,0.06496841076926042
8861892ee9fffff,12.993134870175439,77.66101150701755,12.99323202828644,77.65807462847543,57,56,0.33097017543859647,0.5614035087719298,0.08771929824561403,NO PARKING,SCOOTER,Banaswadi,9,B.A Basith Road,residential,0.38,"[(12.990722319831095, 77.6622478980492), (12.995711894600394, 77.66233296611257), (12.998221469407355, 77.65815962570115), (12.99574154299883, 77.653901485985), (12.990752201271855, 77.65381656242386), (12.988242552908831, 77.65798963408243)]",3.649510522245288,10.701754385964911,0.22314244242984693,0.1675,Low,0.0817478487067961,0.0640265003902682
8861892597fffff,12.939460416541294,77.57592542383627,12.94113451593992,77.57713424231675,77,73,0.21059740259740256,0.6272727272727272,0.0,NO PARKING,CAR,Basavanagudi,23,Old Kanakapura Road,tertiary,0.5133333333333333,"[(12.938625813883668, 77.58130367577259), (12.943613526428376, 77.58138734273054), (12.946122094829185, 77.57721783854912), (12.943643024437089, 77.5729649366056), (12.938655545785913, 77.57288141387762), (12.936146903631094, 77.57705064886896)]",4.876558215566335,11.88311688311688,0.20222199658449153,0.2223,Medium,0.0859390980824462,0.06333192487748486
8861892405fffff,12.894569188136416,77.6364024111092,12.896016094794405,77.6353487530884,88,81,0.4108613636363636,0.6818181818181818,0.022727272727272728,WRONG PARKING,CAR,Hulimavu,20,Hosur Road,tertiary,0.5866666666666667,"[(12.893504419880962, 77.63951982940713), (12.898494065373669, 77.63960448123957), (12.9010056072271, 77.6354333341525), (12.898527576641046, 77.63117780397084), (12.893538164495636, 77.63109329648697), (12.891026549586757, 77.63526417484195)]",5.485594415735078,14.659090909090908,0.280762200323334,0.2511,High,0.10146311513523915,0.06233630017880771
8861892e0dfffff,12.995155631598077,77.69709270620203,12.993079769253942,77.7002415939476,126,126,0.4777595238095238,0.7801587301587302,0.3888888888888889,NO PARKING,PASSENGER AUTO,Mahadevapura,6,Whitefield Road,primary,0.84,"[(12.99056879172834, 77.70441648661719), (12.995559530442092, 77.70450227753895), (12.998070374518282, 77.70032731398615), (12.995590553147412, 77.69606682799296), (12.990600047053437, 77.69598118168915), (12.988089129708252, 77.70015587676632)]",7.713719938864951,16.150793650793652,0.2602434167681871,0.3138,Critical,0.21446175965062803,0.0612199995148012
8861892423fffff,12.910622183543254,77.6267060019864,12.911017324870064,77.62717586398105,97,96,0.43485051546391745,0.6360824742268042,0.20618556701030927,WRONG PARKING,SCOOTER,HSR Layout,5,Begur Road,residential,0.6466666666666666,"[(12.908506302425664, 77.63134682738456), (12.91349561591415, 77.63143134331467), (12.916006505152795, 77.62726030914483), (12.913528154112772, 77.62300502786228), (12.908539074041682, 77.62292065627224), (12.906028111591015, 77.62709142163045)]",5.921417465974598,15.876288659793817,0.31975506639124135,0.195,Low,0.14621129278130449,0.06104554088633607
8861892483fffff,12.888451812698413,77.56266055555555,12.888810734815376,77.56362631625919,63,63,0.2545079365079365,0.48412698412698413,0.0,NO PARKING,SCOOTER,Thalagattapura,5,Kanakapura Road,trunk,0.42,"[(12.886301011062244, 77.56779451796753), (12.891288719439665, 77.56787793941012), (12.893798309848195, 77.56370966701499), (12.891320265369506, 77.5594582423694), (12.886332791061669, 77.55937496507038), (12.883823127160756, 77.56354296827918)]",3.845447556439435,10.634920634920633,0.19966353345277427,0.2849,Critical,0.06817285928882066,0.06103885010221326
8860145b1dfffff,12.984253932941176,77.56067666823529,12.98607598654856,77.56104103815645,85,83,0.2338023529411765,0.5988235294117646,0.09411764705882353,WRONG PARKING,CAR,Rajajinagar,5,Vatal Nagaraj Road,secondary,0.5666666666666667,"[(12.983568996280896, 77.56521045543734), (12.988555937195724, 77.56529385895946), (12.99106279341207, 77.56112437094997), (12.98858278287701, 77.55687174879726), (12.983596075979818, 77.5567884895026), (12.981089145597887, 77.56095770813897)]",5.100329944042582,12.823529411764707,0.23228512164605214,0.2528,High,0.10949903671713186,0.060003881694618615
8861892e29fffff,13.00962794188034,77.69724682051282,13.008051481901367,77.70049876263553,117,117,0.5914094017094017,0.635897435897436,0.46153846153846156,PARKING IN A MAIN ROAD,CAR,K.R. Pura,19,Old Madras Road,trunk,0.78,"[(13.00554090482971, 77.70467386796192), (13.010531540352744, 77.70475966746342), (13.013041983869268, 77.70058449124667), (13.010561865228265, 77.69632378403416), (13.005571462310206, 77.69623812916534), (13.003060945425895, 77.70041303688207)]",6.994913439228985,19.14529914529915,0.4210236956052889,0.3463,Critical,0.21674134843103166,0.05978558495067508
8861892437fffff,12.913597639999999,77.60794569230768,12.911082088825882,77.61032496774412,65,65,0.2913061538461538,0.5076923076923077,0.015384615384615385,NO PARKING,SCOOTER,Mico Layout,0,7th Cross Road,tertiary,0.43333333333333335,"[(12.908571572761637, 77.61449528028011), (12.91356041933107, 77.61457950755329), (12.916070802110088, 77.61040912426928), (12.913592411644068, 77.6061547826395), (12.908603798660492, 77.60607069965995), (12.90609334255487, 77.61024081402232)]",3.882975191861503,10.076923076923077,0.17642656994178393,0.2245,Medium,0.0721609704794108,0.059738079874792356
8860145913fffff,13.039924868273092,77.51702614658635,13.038566375964486,77.51559870184012,83,82,0.3748759036144578,0.6710843373493977,0.1686746987951807,NO PARKING,CAR,Peenya,5,Jalahalli Road,tertiary,0.5533333333333333,"[(13.036062193308021, 77.51976706335715), (13.041047484287821, 77.51984970281626), (13.043551532307578, 77.51568127059645), (13.041070364171532, 77.5114304686825), (13.036085307617991, 77.5113479733737), (13.033581184772135, 77.51551613583436)]",4.908488245324685,12.771084337349395,0.2414801836137156,0.2416,Medium,0.12121232876430885,0.05913841259427331
88618925b9fffff,12.948291135618014,77.58945148081051,12.948571668200072,77.58989435939898,71,68,0.3082732394366197,0.6084507042253522,0.056338028169014086,NO PARKING,SCOOTER,Wilson Garden,21,Siddapura Main Road,residential,0.47333333333333333,"[(12.946062786380041, 77.59406438807372), (12.951050799378956, 77.59414827561203), (12.953559547550126, 77.58997817619436), (12.951080356437863, 77.58572445836427), (12.946092577199165, 77.58564071509822), (12.94358375531029, 77.58981054539576)]",4.047708408221953,10.211267605633802,0.1833270512614728,0.1643,Low,0.08385808354281696,0.05700997758059089
8860145a33fffff,12.95722761976744,77.51876752325582,12.956292854012514,77.51844520631552,86,84,0.3684790697674418,0.5441860465116278,0.20930232558139536,WRONG PARKING,SCOOTER,Byatarayanapura,6,Gandhi Marg,residential,0.5733333333333334,"[(12.953786328117179, 77.5226125651778), (12.958772301141629, 77.52269523127477), (12.96127869299927, 77.51852780174434), (12.958799186083747, 77.51427797571944), (12.953813447525416, 77.51419545370368), (12.951306981414353, 77.51836261363742)]",4.889617169373549,13.13953488372093,0.25543877225677336,0.1797,Low,0.12959072967213883,0.056856013597366854
88618924cdfffff,12.876124171553762,77.59588319880727,12.873716178460656,77.5970594219777,95,85,0.26738526315789474,0.4357894736842105,0.010526315789473684,NO PARKING,SCOOTER,Hulimavu,0,Cave Temple Road,secondary,0.6333333333333333,"[(12.871205043233038, 77.60122871557114), (12.876193784638582, 77.60131270542806), (12.87870478678624, 77.59714334111823), (12.876227120690318, 77.59289025590006), (12.871238613032263, 77.59280641026514), (12.868727537720442, 77.59697550563214)]",5.338811820735134,12.315789473684212,0.20044927837267096,0.255,High,0.09809021326516405,0.05619801916563299
8861892ec3fffff,12.9786458250859,77.64003561753263,12.97832387916077,77.64095929419824,112,109,0.30145625000000004,0.5339285714285714,0.32142857142857145,NO PARKING,SCOOTER,Jeevanbheemanagar,4,Chinmaya Mission Hospital Road,secondary,0.7466666666666667,"[(12.975814277392756, 77.64513170112296), (12.980803488401959, 77.64521647172977), (12.98331295654776, 77.64104399399281), (12.980833287254026, 77.63678701449376), (12.975844309470634, 77.63670238832809), (12.973334767752911, 77.6408745972261)]",6.284216781985416,15.223214285714286,0.28791952815238064,0.2678,High,0.17729929147300671,0.056109078410584066
8861892cd3fffff,13.023300095698925,77.5925733892473,13.023386294619495,77.5911519045836,93,90,0.2335075268817204,0.5247311827956989,0.053763440860215055,WRONG PARKING,SCOOTER,R.T. Nagar,0,RT Nagar Main Road,tertiary,0.62,"[(13.020879421228122, 77.59532299465259), (13.025866922625067, 77.59540692412563), (13.028373661839918, 77.59123576327796), (13.025892973867967, 77.5869809422057), (13.020905706157452, 77.58689715707845), (13.018398892730254, 77.59106804868345)]",5.150323391462716,14.193548387096774,0.2816854117069117,0.2322,Medium,0.10358921534044614,0.05537982141357759
88618924a7fffff,12.917106537864077,77.57362497961165,12.918705298139068,77.57254735078504,103,100,0.28805825242718447,0.5737864077669903,0.07766990291262135,NO PARKING,SCOOTER,Jayanagara,21,Kanakapura Road,primary,0.6866666666666666,"[(12.91619612170613, 77.57671630292104), (12.92118386694024, 77.57679988523182), (12.923692909856523, 77.57263086238557), (12.921214281170332, 77.568378526415), (12.916226769893361, 77.56829508830049), (12.91371765334326, 77.57246384196604)]",5.562803820422138,11.74757281553398,0.17420661431516649,0.2807,Critical,0.11625860432601766,0.05400780408176833
8860145b53fffff,12.97516499310345,77.56096278189655,12.971115361736071,77.56079105643157,116,116,0.23583793103448275,0.5362068965517242,0.1206896551724138,WRONG PARKING,SCOOTER,Magadi Road,2,Magadi Road,primary,0.7733333333333333,"[(12.96860796952551, 77.56496026154097), (12.973595012370554, 77.56504365672824), (12.976102270635307, 77.56087438089739), (12.973622560119452, 77.55662197923365), (12.968635751306774, 77.55653872825913), (12.966128418975407, 77.5607077347414)]",6.229579366349308,13.318965517241379,0.20576989975883256,0.2807,Critical,0.13705184239191873,0.053703270399563005
8861892e01fffff,12.99567566012611,77.6943912601486,12.993110770774127,77.69180661336213,140,138,0.4603921428571428,0.7128571428571429,0.45714285714285713,NO PARKING,PASSENGER AUTO,Mahadevapura,5,Whitefield Road,primary,0.9333333333333333,"[(12.990600047053437, 77.69598118168915), (12.995590553147412, 77.69606682799296), (12.998101143378832, 77.69189218879184), (12.995621300840472, 77.68763217182382), (12.990631027450876, 77.68754667011481), (12.98812036389299, 77.69172104078476)]",7.343898740470667,16.035714285714285,0.274172591756676,0.3122,Critical,0.22511702038308656,0.05245641957479048
8861892c99fffff,13.032098105857157,77.58774467620107,13.030880206874519,77.5870647301248,88,86,0.276775,0.6136363636363636,0.03409090909090909,NO PARKING,CAR,Hebbala,23,Bellary Road,tertiary,0.5866666666666667,"[(13.028373661839918, 77.59123576327796), (13.033360994316253, 77.59131962476673), (13.035867405101886, 77.5871485208359), (13.033386557699371, 77.58289382470446), (13.028399458943982, 77.58281010755722), (13.025892973867967, 77.5869809422057)]",4.233408036279266,11.079545454545453,0.19872174393098865,0.2269,Medium,0.0851784746020202,0.04810690950317347
